        0.12062    0.6208626316313173E+03
        0.17035    0.5061541556848707E+03
        0.24060    0.3449506264654516E+03
        0.33981    0.2381601601121214E+03
        0.47993    0.1626818508442828E+03
        0.67784    0.1154164698346160E+03
        0.95734    0.8693687552147475E+02
        1.35210    0.6695132202919078E+02
        1.90965    0.5265096812788270E+02
        2.69709    0.4217610781234175E+02
        3.80924    0.3267855255286955E+02
        5.37999    0.2517138943973885E+02
        7.59843    0.1858658653852396E+02
       10.73165    0.1330501483621592E+02
       15.15686    0.8743526102430044E+01
       21.40682    0.5211272767328250E+01
       30.23396    0.3371868592254606E+01
       42.70097    0.2374577851516570E+01
