        0.12062    0.2841578609330313E+03
        0.17035    0.2279072919690639E+03
        0.24060    0.1738236453083471E+03
        0.33981    0.1303063040481933E+03
        0.47993    0.1001457872065363E+03
        0.67784    0.7488551532915871E+02
        0.95734    0.5618493691844103E+02
        1.35210    0.4285051657812097E+02
        1.90965    0.3333992236453506E+02
        2.69709    0.2650300082759700E+02
        3.80924    0.2089465630169196E+02
        5.37999    0.1621894392560854E+02
        7.59843    0.1219711461938294E+02
       10.73165    0.8793333327698466E+01
       15.15686    0.5948072437799534E+01
       21.40682    0.3850329621516092E+01
       30.23396    0.2576000048573357E+01
       42.70097    0.1785668687546873E+01
